Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value	Value
CHEMBL941	IMATINIB	4	493.62	0	4.59	Imatinib	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	GI50	'='	7700	nM				UO_0000065					0	CHEMBL3784004	Inhibition of TEL-DDR2 (unknown origin) expressed in mouse BA/F3 cells assessed as growth inhibition after 72 hrs by CellTiter-Glo or CCK-8 assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	BaF3	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3779840	1	Scientific Literature	J Med Chem	2016	CHEMBL3307634				7.7
CHEMBL261440		None	313.31	0	3.86	SB-735465	O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1	Inhibition	'='	4.77	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				4.77
CHEMBL230911	GSK-625137A	None	289.34	0	3.1	GSK625137A	NC(=O)c1cc(-c2ccncc2)cc(-c2ccccc2)c1N	Inhibition	'='	27.57	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				27.57
CHEMBL507329	GW869810X	None	608.1	2	5.36	GW869810X	O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1	Inhibition	'='	2.47	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				2.47
CHEMBL208437	GW711782X	None	408.47	0	4.48	GW711782X	c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCn4ccnc4)cc3)c2)nc1	Inhibition	'='	0.36	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.36
CHEMBL288064		None	395.23	0	4.03	GSK_3b_Inhibitor_II	Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1	Residual Activity	'='	82	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				82
CHEMBL404939		None	289.67	0	1.67	MEK_Inhibitor_II	O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21	Residual Activity	'='	106	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				106
CHEMBL286721	AMINOPURVALANOL	None	403.92	0	3.82	Aminopurvalanol	CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1	Residual Activity	'='	88	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				88
CHEMBL200381		None	404.84	1	5.04	Tpl2_Kinase_Inhibitor	N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1	Residual Activity	'='	53	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				53
CHEMBL361237	GW785804X	None	322.37	0	4.14	GW785804X	Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncccc3n2)s1	Inhibition	'='	0.01	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.01
CHEMBL385426	GW450241X	None	294.4	0	3.74	GW450241X	CCc1cccc(CC)c1/C=C/c1cncc(C(=O)NC)c1	Inhibition	'='	6.62	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				6.62
CHEMBL1909379		None	387.87	0	4.84	GR-269666A	Cl.c1ccc(Cc2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1	Inhibition	'='	0.85	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.85
CHEMBL275200		None	471.58	1	6.16	SB-278538	CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1	Inhibition	'='	6.73	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				6.73
CHEMBL365297	GW827099X	None	440.44	0	4.51	GW827099X	Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1	Inhibition	'='	82.52	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				82.52
CHEMBL5279425		None	381.46	0	3.56	Authipyrin	O=C(c1ccc2c(c1)OCCO2)C1CCN(c2ncnc3sccc23)CC1	IC50	'>'	1000	nM				UO_0000065					0	CHEMBL5248035	Inhibition of GST/His-tagged human recombinant DDR2 N456S mutant (422 to 855 residues) expressed in baculovirus expression system	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	N456S	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL5247576	1	Scientific Literature	Bioorg Med Chem	2019	None				1
CHEMBL511765	GSK-2213727A	None	506.54	1	3.5	GSK2213727A	COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1	Inhibition	'='	2.03	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				2.03
CHEMBL1096290	GSK-1000163A	None	395.47	0	1.8	GSK1000163A	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21	Inhibition	'='	1.3	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.3
CHEMBL581096	GW440139A	None	363.85	1	5.05	GW440139A	Cc1ccc(O)cc1Nc1ccnc2cc(-c3ccccn3)ccc12.Cl	Inhibition	'='	73.99	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				73.99
CHEMBL604087		None	445.52	0	3.53	18	COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC	Inhibition	'>'	50	%				UO_0000187					0	CHEMBL1073718	Inhibition of DDR2 at 3 to 6 uM relative to control	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1157712	1	Scientific Literature	J Med Chem	2010	None				50
CHEMBL604483		None	559.67	2	5.86	23	COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1	Residual activity	'='	93	%				UO_0000187					0	CHEMBL1049458	Residual activity of DDR2 at 0.1 uM by microplate scintillation counting	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1152560	1	Scientific Literature	Bioorg Med Chem	2009	None				93
CHEMBL1165499		None	436.51	0	3.61	5d	CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(F)ccc3F)CCN4)cn2)CC1	Inhibition	'<'	50	%				UO_0000187					0	CHEMBL1168854	Inhibition of DDR2 at 1 uM	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1165965	1	Scientific Literature	Bioorg Med Chem	2010	None				50
CHEMBL1909355	GW461104A	None	528.46	0	4.42	GW461104A	CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl	Inhibition	'='	7.7	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				7.7
CHEMBL3261116		None	551.64	2	5.8	2g	CC(C)(C)c1cc(NC(=O)Nc2nc(CCOCc3ccc(F)cc3)cs2)n(-c2ccc(CC(=O)O)cc2)n1	IC50	'='	1230	nM	5.91			UO_0000065	10.71	0.21	0.11	4.99	0	CHEMBL3265735	Inhibition of wild type DDR2 (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1.23
CHEMBL1738946		None	355.47	0	4.58	1h	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2nccs2)cc1	IC50	'='	1150	nM	5.94			UO_0000065	16.71	0.32	1.36	8.27	0	CHEMBL3265736	Inhibition of DDR2 T654M mutant (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		Q16832	T654M	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1.15
CHEMBL498947		None	383.88	1	5.05	1a	CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(N)c2)n1	Activity						Active						0	CHEMBL3265732	Reversible binding affinity to human acrylodan-labeled N-terminal His-tagged DDR2 (558 to 855 aa) at 100 nM by fluorescence spectroscopy	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				
CHEMBL1940500		None	507.64	2	6.48	2b	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2nc(CCOCc3ccc(F)cc3)cs2)cc1	Kd	'='	406	nM	6.39			UO_0000065	12.59	0.24	-0.09	7.88	0	CHEMBL3265733	Binding affinity to human acrylodan-labeled N-terminal His-tagged DDR2 (558 to 855 aa) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.406
CHEMBL1940504		None	545.67	2	6.02	2d	O=C(O)Cc1cccc(-n2nc(C3CCCC3)cc2NC(=O)Nc2nc(CCOCc3ccccc3)cs2)c1	Kd	'='	385	nM	6.42			UO_0000065	11.76	0.22	0.39	5.42	0	CHEMBL3265733	Binding affinity to human acrylodan-labeled N-terminal His-tagged DDR2 (558 to 855 aa) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.385
CHEMBL1940505		None	545.67	2	6.02	2f	O=C(O)Cc1ccc(-n2nc(C3CCCC3)cc2NC(=O)Nc2nc(CCOCc3ccccc3)cs2)cc1	Kd	'>'	1000	nM				UO_0000065					0	CHEMBL3265733	Binding affinity to human acrylodan-labeled N-terminal His-tagged DDR2 (558 to 855 aa) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1
CHEMBL513897	GSK-994854A	None	481.6	1	5.35	GSK994854A	CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(C)c2)C1	Inhibition	'='	1.12	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.12
CHEMBL111612	ABT-546	None	532.72	2	5.54	EUB0000348	CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC	% Control	'='	76.6	%			Not Active	UO_0000187					0	CHEMBL4879664	KinomeScan assay: inhibition of DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None	Amino acid Start/Stop: V555/E855 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507258	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1000.0 nM			76.6
CHEMBL2348350		None	438.56	0	2.4	15u	CN(C)C(=O)c1ccc(N2CCCN(c3ccnc4sc(C(N)=O)c(N)c34)CC2)cc1	Activity	'='	52	%				UO_0000187					0	CHEMBL4806479	Inhibition of human DDR2 assessed as percent of control at 2000 nM by KINOMEscan assay relative to control	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4804286	38	SureChEMBL Patent Bioactivity Data		2020	None	Dose = 2000.0 nM			52
CHEMBL4750196		None	598.99	2	5.57	6g	O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F	Activity	'='	64.33	%				UO_0000187					0	CHEMBL4721118	Inhibition of human DDR2 assessed as residual activity using KKSRGDYMTMQIG as substrate at 1 uM by [gamma-33P]-ATP assay relative to control	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4715818	1	Scientific Literature	Bioorg Med Chem	2018	None	Dose = 1.0 microM			64.33
CHEMBL272414	GW416469X	None	358.42	0	1.81	GW416469X	CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2	Inhibition	'='	2.54	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				2.54
CHEMBL1909344		None	372.86	0	2.3	SB-678557-A	CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1.Cl	Inhibition	'='	0.55	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.55
CHEMBL275798		None	415.47	0	4.86	SB-239272	Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1	Inhibition	'='	1.96	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.96
CHEMBL179311	GW580509X	None	388.45	0	3.9	GW580509X	CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(OC)c3)o2)c1	Inhibition	'='	20	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				20
CHEMBL1909409	GSK-238583A	None	653.68	1	4.58	GSK238583A	O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1	Inhibition	'='	-1.26	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				-1.26
CHEMBL521806	GSK-237700A	None	457.94	0	5	GSK237700A	COc1cc2ncn(-c3cc(O[C@@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC	Inhibition	'='	1.33	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.33
CHEMBL271595	GW297361X	None	372.43	0	2.35	GW297361X	NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1	Inhibition	'='	3.5	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				3.5
CHEMBL212250	GW615311X	None	644.12	2	8	GW615311X	O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1	Inhibition	'='	1.97	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.97
CHEMBL271594	GW300653X	None	358.42	0	2.23	GW300653X	CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1	Inhibition	'='	0.55	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.55
CHEMBL4076112		None	445.41	0	3.78	35	CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3cc(C(F)(F)F)n(C)n3)c2)ncn1	Activity	'<='	10	%				UO_0000187					0	CHEMBL4059361	Inhibition of human DDR2 assessed as remaining activity at 1 uM after 30 mins by qPCR method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4052831	1	Scientific Literature	J Med Chem	2018	None				10
CHEMBL388978	STAUROSPORINE	None	466.54	0	4.35	Staurosporine	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	IC50	'='	0.367	nM	9.44			UO_0000065	20.22	0.37	5.09	13.59	0	CHEMBL4720764	Inhibition of human DDR2 using KKSRGDYMTMQIG as substrate by [gamma-33P]-ATP assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4715818	1	Scientific Literature	Bioorg Med Chem	2018	None		INHIBITOR		3.67
CHEMBL2218936		None	567.11	1	4.31	Met_Kinase_Inhibitor	CC1=C(C(=O)N2CCN(C)CC2)C(C)=C(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)C1	Residual Activity	'='	99	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				99
CHEMBL104264		None	446.37	0	3.58	H89	O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12	Residual Activity	'='	90	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				90
CHEMBL595143		None	541.68	2	5.72	24	COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1	Residual activity	'='	25	%				UO_0000187					0	CHEMBL1044289	Residual activity of DDR2 at 10 uM by microplate scintillation counting	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1152560	1	Scientific Literature	Bioorg Med Chem	2009	None				25
CHEMBL4794578		None	397.44	0	2.58	7	CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12	Activity	'='	95.69	%				UO_0000187					0	CHEMBL4721356	Inhibition of wild-type human partial length DDR2 (V555 to E855 residues) expressed in mammalian expression system assessed as residual activity at 1 uM by Kinomescan method relative to control	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4715821	1	Scientific Literature	Bioorg Med Chem Lett	2018	None	Dose = 1.0 microM			95.69
CHEMBL939	GEFITINIB	4	446.91	0	4.28	Gefitinib	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	Kd	'>'	10000	nM				UO_0000065					1	CHEMBL1908474	Binding constant for DDR2 kinase domain	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1908390	1	Scientific Literature	Nat Biotechnol	2011	None				10000
